example_id,source,source_file,document_id,pair_id,change_id,old_text,new_text,combined_text,operation_type,semantic_type,significance_label,is_gold,is_synthetic,is_weak,label_source,confidence,notes,old_length,new_length,length_delta,relative_length_delta,has_number,has_date,has_deadline_terms,has_obligation_terms,has_refusal_terms,has_document_terms,has_responsibility_terms,has_procedure_terms,has_payment_terms,has_editorial_terms,has_legal_reference,has_modal_verbs,text_complexity_bucket,y_significance,y_high_priority,y_semantic_type,rule_based_label,rule_based_confidence,rule_based_reason,rule_based_requires_manual_review
weak:ruslawod_pair_0014:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0014,ruslawod_pair_0014,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 марта 2020 г. № 238 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 февраля 2024 г. № 238 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 марта 2020 г. № 238 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 февраля 2024 г. № 238 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации...,modified,deadline,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline, entities=deadline_new, critical_keywords.",160,159,1,0.0063,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,deadline,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",0
weak:ruslawod_pair_0015:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0015,ruslawod_pair_0015,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 14 апреля 2017 г. № 446 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 24 марта 2022 г. № 446 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 14 апреля 2017 г. № 446 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 24 марта 2022 г. № 446 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр...,modified,procedure,important,0,0,1,real_world_weak_trace,0.4,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,important,1,procedure,important,1.0,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure.",0
weak:ruslawod_pair_0016:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0016,ruslawod_pair_0016,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 4 мая 2017 г. № 522 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 18 апреля 2025 г. № 522 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 4 мая 2017 г. № 522 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 18 апреля 2025 г. № 522 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,modified,deadline,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline, entities=deadline_new, critical_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,deadline,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",0
weak:ruslawod_pair_0017:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0017,ruslawod_pair_0017,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 мая 2015 г. № 525 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прав...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 апреля 2024 г. № 525 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 мая 2015 г. № 525 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прав... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 апреля 2024 г. № 525 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,modified,document,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,document,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",0
weak:ruslawod_pair_0018:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0018,ruslawod_pair_0018,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 30 апреля 2020 г. № 612 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 8 мая 2025 г. № 612 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 30 апреля 2020 г. № 612 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 8 мая 2025 г. № 612 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави...,modified,document,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document, critical_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,document,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",0
weak:ruslawod_pair_0019:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0019,ruslawod_pair_0019,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 28 июля 2011 г. № 631 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 25 мая 2017 г. № 631 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прав...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 28 июля 2011 г. № 631 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 25 мая 2017 г. № 631 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прав...,modified,procedure,important,0,0,1,real_world_weak_trace,0.4,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure, entities=procedure_change, important_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,important,1,procedure,important,1.0,"Изменение влияет на порядок работы или условия взаимодействия, но не относится к наиболее критичным. Сработали правила: change_type=procedure.",0
weak:ruslawod_pair_0020:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0020,ruslawod_pair_0020,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 августа 2013 г. № 675 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 28 апреля 2023 г. № 675 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 августа 2013 г. № 675 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 28 апреля 2023 г. № 675 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации П...,modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial.,0
weak:ruslawod_pair_0021:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0021,ruslawod_pair_0021,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 октября 2007 г. N 715 г. Москва О внесении изменений в некоторые акты Правительства Российской Федерац...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 июля 2016 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 29 октября 2007 г. N 715 г. Москва О внесении изменений в некоторые акты Правительства Российской Федерац... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 июля 2016 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,modified,document,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document, critical_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,document,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",0
weak:ruslawod_pair_0022:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0022,ruslawod_pair_0022,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 июля 2016 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 мая 2023 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 23 июля 2016 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 6 мая 2023 г. № 715 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Прави...,modified,document,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document, critical_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,document,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=document.",0
weak:ruslawod_pair_0023:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0023,ruslawod_pair_0023,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 5 февраля 2016 г. № 76 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 31 января 2024 г. № 76 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 5 февраля 2016 г. № 76 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 31 января 2024 г. № 76 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пр...,modified,obligation,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=obligation, entities=staff_action, critical_keywords.",160,160,0,0.0,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,obligation,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=obligation.",0
weak:ruslawod_pair_0024:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0024,ruslawod_pair_0024,chg_1,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 9 сентября 2015 г. № 948 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 24 июня 2025 г. № 948 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 9 сентября 2015 г. № 948 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации... ПРАВИТЕЛЬСТВО РОССИЙСКОЙ ФЕДЕРАЦИИ ПОСТАНОВЛЕНИЕ от 24 июня 2025 г. № 948 МОСКВА О внесении изменений в некоторые акты Правительства Российской Федерации Пра...,modified,deadline,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline, entities=deadline_old, critical_keywords.",159,160,1,0.0063,1,1,0,0,0,0,0,0,0,0,1,0,long,critical,1,deadline,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",0
weak:ruslawod_pair_0025:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0025,ruslawod_pair_0025,chg_1,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О прекращении полномочий членов Совета Федерации Федерального Собрания Российской Ф...,modified,deadline,critical,0,0,1,real_world_weak_trace,0.4,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,critical,1,deadline,critical,1.0,"Изменение затрагивает ключевые условия применения документа, обязанности, сроки или основания отказа. Сработали правила: change_type=deadline.",0
weak:ruslawod_pair_0026:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0026,ruslawod_pair_0026,chg_1,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр...,ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ Об изменениях составов комитетов Совета Федерации Совет Федерации Федерального Собр...,modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
weak:ruslawod_pair_0027:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0027,ruslawod_pair_0027,chg_1,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...",modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
weak:ruslawod_pair_0028:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0028,ruslawod_pair_0028,chg_1,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...",modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
weak:ruslawod_pair_0029:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0029,ruslawod_pair_0029,chg_1,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...",modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
weak:ruslawod_pair_0030:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0030,ruslawod_pair_0030,chg_1,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в отдельные законодательные акты Российс...",modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
weak:ruslawod_pair_0031:1,real_world_weak_trace,experiments/real_world/real_world_trace.csv,ruslawod_pair_0031,ruslawod_pair_0031,chg_1,"ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис...","ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис... ПОСТАНОВЛЕНИЕ СОВЕТА ФЕДЕРАЦИИ ФЕДЕРАЛЬНОГО СОБРАНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ О Федеральном законе ""О внесении изменений в Кодекс Российской Федерации об админис...",modified,editorial,editorial,0,0,1,real_world_weak_trace,0.4,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, entities=editorial_change.",160,160,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,long,editorial,0,editorial,editorial,1.0,"Изменение похоже на редакционное или структурное и не меняет смысл по существу. Сработали правила: change_type=editorial, normalized_text_equal.",0
